log(T),H0+,H1+,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.9,15,13.327,9.637,6.798,4.365,2.564,0.496,0.309,0.757,1.912,3.646,6.057,9.141,12.821,15,15,15,,,,,,,,,,,,
6,15,14.747,10.899,7.879,5.25,3.197,0.998,0.419,0.394,0.98,2.07,3.731,5.947,8.645,11.353,15,15,,,,,,,,,,,,
6.1,15,15,12.34,9.146,6.332,4.052,1.716,0.8,0.381,0.504,1.073,2.127,3.627,5.529,7.385,15,15,,,,,,,,,,,,
6.2,15,15,13.96,10.602,7.613,5.125,2.647,1.435,0.678,0.415,0.554,1.112,2.02,3.273,4.429,14.702,15,,,,,,,,,,,,
6.3,15,15,15,12.258,9.103,6.425,3.801,2.322,1.269,0.676,0.451,0.594,1.009,1.729,2.306,10.351,15,,,,,,,,,,,,
6.4,15,15,15,14.194,10.881,8.026,5.253,3.53,2.213,1.329,0.789,0.578,0.575,0.852,0.946,7.199,14.509,,,,,,,,,,,,
6.5,15,15,15,15,13.026,10.006,7.083,5.134,3.576,2.433,1.613,1.094,0.733,0.633,0.325,5.13,10.884,,,,,,,,,,,,
6.6,15,15,15,15,15,12.117,9.045,6.885,5.106,3.728,2.654,1.861,1.188,0.763,0.127,3.762,8.255,,,,,,,,,,,,
6.7,15,15,15,15,15,14.115,10.895,8.538,6.553,4.959,3.654,2.614,1.665,0.958,0.064,2.754,6.222,,,,,,,,,,,,
6.8,15,15,15,15,15,15,12.576,10.032,7.856,6.06,4.543,3.276,2.082,1.129,0.043,1.973,4.604,,,,,,,,,,,,
6.9,15,15,15,15,15,15,14.107,11.387,9.03,7.046,5.331,3.855,2.441,1.273,0.046,1.366,3.308,,,,,,,,,,,,
7,15,15,15,15,15,15,15,12.65,10.12,7.958,6.058,4.387,2.774,1.416,0.08,0.908,2.279,,,,,,,,,,,,
7.1,15,15,15,15,15,15,15,13.873,11.179,8.849,6.772,4.919,3.125,1.597,0.165,0.589,1.484,,,,,,,,,,,,
7.2,15,15,15,15,15,15,15,15,12.258,9.766,7.523,5.497,3.534,1.851,0.326,0.411,0.904,,,,,,,,,,,,
7.3,15,15,15,15,15,15,15,15,13.386,10.74,8.337,6.147,4.027,2.199,0.576,0.37,0.521,,,,,,,,,,,,
7.4,15,15,15,15,15,15,15,15,14.559,11.765,9.209,6.862,4.593,2.627,0.902,0.438,0.295,,,,,,,,,,,,
7.5,15,15,15,15,15,15,15,15,15,12.809,10.107,7.609,5.198,3.098,1.264,0.569,0.171,,,,,,,,,,,,
7.6,15,15,15,15,15,15,15,15,15,13.847,11.002,8.36,5.811,3.58,1.633,0.727,0.103,,,,,,,,,,,,
7.7,15,15,15,15,15,15,15,15,15,14.862,11.88,9.097,6.415,4.054,1.992,0.891,0.065,,,,,,,,,,,,
7.8,15,15,15,15,15,15,15,15,15,15,12.734,9.815,7.003,4.515,2.334,1.051,0.043,,,,,,,,,,,,
7.9,15,15,15,15,15,15,15,15,15,15,13.566,10.514,7.574,4.96,2.659,1.204,0.029,,,,,,,,,,,,
8,15,15,15,15,15,15,15,15,15,15,14.377,11.195,8.129,5.389,2.969,1.35,0.02,,,,,,,,,,,,
8.1,15,15,15,15,15,15,15,15,15,15,15,11.86,8.67,5.806,3.265,1.491,0.015,,,,,,,,,,,,
8.2,15,15,15,15,15,15,15,15,15,15,15,12.51,9.198,6.212,3.551,1.626,0.011,,,,,,,,,,,,
8.3,15,15,15,15,15,15,15,15,15,15,15,13.149,9.717,6.609,3.829,1.757,0.008,,,,,,,,,,,,
8.4,15,15,15,15,15,15,15,15,15,15,15,13.779,10.228,7,4.102,1.886,0.006,,,,,,,,,,,,
8.5,15,15,15,15,15,15,15,15,15,15,15,14.402,10.734,7.387,4.372,2.014,0.004,,,,,,,,,,,,
8.6,15,15,15,15,15,15,15,15,15,15,15,15,11.238,7.773,4.641,2.142,0.003,,,,,,,,,,,,
8.7,15,15,15,15,15,15,15,15,15,15,15,15,11.74,8.159,4.911,2.271,0.002,,,,,,,,,,,,
8.8,15,15,15,15,15,15,15,15,15,15,15,15,12.244,8.546,5.185,2.401,0.002,,,,,,,,,,,,
8.9,15,15,15,15,15,15,15,15,15,15,15,15,12.75,8.938,5.462,2.534,0.001,,,,,,,,,,,,
9,15,15,15,15,15,15,15,15,15,15,15,15,13.26,9.334,5.745,2.67,0.001,,,,,,,,,,,,
log(T),Cl0+,Cl1+,Cl2+,Cl3+,Cl4+,Cl5+,Cl6+,Cl7+,Cl8+,Cl9+,Cl10+,Cl11+,Cl12+,Cl13+,Cl14+,Cl15+,Cl16+,Cl17+,,,,,,,,,,,
4,0.003,2.23,9.867,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,
4.1,0.074,0.808,5.856,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,
4.2,0.606,0.124,3.103,11.838,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,
4.3,1.505,0.031,1.414,7.445,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,
4.4,2.455,0.184,0.466,4.346,12.168,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,
4.5,3.415,0.572,0.138,2.415,8.341,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,
4.6,4.178,1.021,0.067,1.318,5.854,12.96,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,
4.7,4.794,1.489,0.114,0.701,4.134,9.499,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,
4.8,5.407,2.003,0.268,0.348,2.879,6.869,13.75,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,
4.9,6.065,2.562,0.511,0.169,1.952,4.842,10.148,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,
5,6.755,3.143,0.809,0.103,1.257,3.255,7.282,11.099,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,
5.1,7.478,3.747,1.156,0.13,0.749,2.012,4.988,7.506,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,
5.2,8.282,4.42,1.591,0.278,0.437,1.088,3.195,4.658,14.087,15,15,15,15,15,15,15,15,15,,,,,,,,,,,
5.3,9.243,5.238,2.188,0.616,0.374,0.506,1.885,2.488,9.589,15,15,15,15,15,15,15,15,15,,,,,,,,,,,
5.4,10.433,6.28,3.021,1.212,0.614,0.301,1.063,0.968,6.227,12.996,15,15,15,15,15,15,15,15,,,,,,,,,,,
5.5,12.049,7.744,4.286,2.256,1.34,0.641,0.872,0.232,4.034,9.118,15,15,15,15,15,15,15,15,,,,,,,,,,,
5.6,13.909,9.451,5.804,3.567,2.363,1.323,1.088,0.063,2.712,6.44,11.397,15,15,15,15,15,15,15,,,,,,,,,,,
5.7,15,11.04,7.212,4.779,3.311,1.965,1.318,0.035,1.77,4.407,8.085,12.659,15,15,15,15,15,15,,,,,,,,,,,
5.8,15,12.5,8.498,5.878,4.166,2.543,1.529,0.055,1.07,2.833,5.475,8.858,13.063,15,15,15,15,15,,,,,,,,,,,
5.9,15,13.912,9.741,6.944,5.003,3.127,1.788,0.151,0.594,1.66,3.472,5.902,9.027,12.868,15,15,15,15,,,,,,,,,,,
6,15,15,11.03,8.062,5.908,3.798,2.171,0.383,0.362,0.871,2.019,3.69,5.944,8.794,12.137,15,15,15,,,,,,,,,,,
6.1,15,15,12.438,9.306,6.951,4.624,2.743,0.807,0.399,0.455,1.069,2.133,3.686,5.724,8.167,10.62,15,15,,,,,,,,,,,
6.2,15,15,14.002,10.713,8.168,5.64,3.533,1.449,0.709,0.385,0.561,1.133,2.118,3.488,5.201,6.87,15,15,,,,,,,,,,,
6.3,15,15,15,12.296,9.573,6.857,4.546,2.313,1.279,0.628,0.436,0.599,1.117,1.933,3.052,4.074,13.393,15,,,,,,,,,,,
6.4,15,15,15,14.086,11.193,8.3,5.804,3.421,2.122,1.183,0.673,0.485,0.612,0.965,1.592,2.077,9.377,15,,,,,,,,,,,
6.5,15,15,15,15,13.122,10.063,7.395,4.86,3.319,2.121,1.33,0.837,0.626,0.585,0.801,0.839,6.511,13.153,,,,,,,,,,,
6.6,15,15,15,15,15,12.181,9.354,6.667,4.901,3.467,2.422,1.657,1.15,0.77,0.635,0.3,4.657,9.89,,,,,,,,,,,
6.7,15,15,15,15,15,14.384,11.404,8.567,6.591,4.94,3.664,2.652,1.88,1.203,0.764,0.126,3.419,7.509,,,,,,,,,,,
6.8,15,15,15,15,15,15,13.339,10.351,8.179,6.326,4.836,3.599,2.587,1.647,0.942,0.067,2.502,5.661,,,,,,,,,,,
6.9,15,15,15,15,15,15,15,11.979,9.621,7.578,5.89,4.445,3.213,2.038,1.1,0.048,1.792,4.188,,,,,,,,,,,
7,15,15,15,15,15,15,15,13.473,10.94,8.718,6.844,5.205,3.769,2.383,1.239,0.056,1.242,3.008,,,,,,,,,,,
7.1,15,15,15,15,15,15,15,14.881,12.182,9.79,7.74,5.918,4.291,2.714,1.388,0.097,0.829,2.071,,,,,,,,,,,
7.2,15,15,15,15,15,15,15,15,13.398,10.844,8.626,6.63,4.825,3.072,1.58,0.191,0.546,1.349,,,,,,,,,,,
7.3,15,15,15,15,15,15,15,15,14.631,11.922,9.544,7.384,5.409,3.492,1.848,0.362,0.396,0.828,,,,,,,,,,,
7.4,15,15,15,15,15,15,15,15,15,13.048,10.517,8.2,6.063,3.992,2.205,0.616,0.372,0.486,,,,,,,,,,,
7.5,15,15,15,15,15,15,15,15,15,14.211,11.532,9.064,6.773,4.556,2.63,0.935,0.444,0.283,,,,,,,,,,,
7.6,15,15,15,15,15,15,15,15,15,15,12.562,9.949,7.509,5.151,3.092,1.285,0.571,0.168,,,,,,,,,,,
7.7,15,15,15,15,15,15,15,15,15,15,13.582,10.828,8.245,5.751,3.561,1.639,0.72,0.104,,,,,,,,,,,
7.8,15,15,15,15,15,15,15,15,15,15,14.581,11.691,8.969,6.343,4.023,1.983,0.875,0.067,,,,,,,,,,,
7.9,15,15,15,15,15,15,15,15,15,15,15,12.532,9.675,6.919,4.472,2.312,1.028,0.045,,,,,,,,,,,
8,15,15,15,15,15,15,15,15,15,15,15,13.352,10.364,7.481,4.907,2.626,1.175,0.031,,,,,,,,,,,
8.1,15,15,15,15,15,15,15,15,15,15,15,14.152,11.035,8.027,5.328,2.927,1.316,0.022,,,,,,,,,,,
8.2,15,15,15,15,15,15,15,15,15,15,15,14.934,11.691,8.56,5.737,3.216,1.452,0.016,,,,,,,,,,,
8.3,15,15,15,15,15,15,15,15,15,15,15,15,12.334,9.082,6.137,3.496,1.585,0.012,,,,,,,,,,,
8.4,15,15,15,15,15,15,15,15,15,15,15,15,12.967,9.595,6.529,3.77,1.714,0.009,,,,,,,,,,,
8.5,15,15,15,15,15,15,15,15,15,15,15,15,13.592,10.102,6.917,4.04,1.842,0.006,,,,,,,,,,,
8.6,15,15,15,15,15,15,15,15,15,15,15,15,14.212,10.605,7.302,4.308,1.97,0.005,,,,,,,,,,,
8.7,15,15,15,15,15,15,15,15,15,15,15,15,14.828,11.106,7.686,4.577,2.098,0.003,,,,,,,,,,,
8.8,15,15,15,15,15,15,15,15,15,15,15,15,15,11.608,8.071,4.847,2.227,0.003,,,,,,,,,,,
8.9,15,15,15,15,15,15,15,15,15,15,15,15,15,12.111,8.459,5.122,2.359,0.002,,,,,,,,,,,
9,15,15,15,15,15,15,15,15,15,15,15,15,15,12.618,8.851,5.401,2.493,0.001,,,,,,,,,,,
log(T),Ar0+ Ar1+,Ar2+ Ar3+,Ar4+,Ar5+,Ar6+,Ar7+,Ar8+,Ar9+,,,Ar10+,Ar11+,Ar12+,Ar13+,Ar14+,Ar15+,Ar16+,Ar17+,Ar18+,,,,,,,,,,
4,0.000 3.459,13.305 15.000 15.000 15.000 15.000 15.000 15.000 15.000,,,,,,,,,15,15,15,15,15,15,15,15,15,,,,,,,,,,
4.1,0.009 1.693,8.681 15.000 15.000 15.000 15.000 15.000 15.000 15.000,,,,,,,,,15,15,15,15,15,15,15,15,15,,,,,,,,,,
4.2,0.197 0.439,5.025 14.395 15.000 15.000 15.000 15.000 15.000 15.000,,,,,,,,,15,15,15,15,15,15,15,15,15,,,,,,,,,,
4.3,0.984 0.049,2.700 9.243,15.000 15.000 15.000 15.000 15.000 15.000,,,,,,,,15,15,15,15,15,15,15,15,15,,,,,,,,,,
4.4,1.939 0.039,1.133 5.405,14.578 15.000 15.000 15.000 15.000 15.000,,,,,,,,15,15,15,15,15,15,15,15,15,,,,,,,,,,
4.5,3.053 0.365,0.247 2.759,9.717,15.000 15.000 15.000 15.000 15.000,,,,,,,15,15,15,15,15,15,15,15,15,,,,,,,,,,
4.6,4.288 1.005,0.065 1.400,6.732,14.248 15.000 15.000 15.000 15.000,,,,,,,15,15,15,15,15,15,15,15,15,,,,,,,,,,
4.7,5.172 1.527,0.109 0.718,4.78,10.658 15.000 15.000 15.000 15.000,,,,,,,15,15,15,15,15,15,15,15,15,,,,,,,,,,
4.8,5.816 1.997,0.265 0.350,3.385,7.943,14.178 15.000 15.000 15.000,,,,,,15,15,15,15,15,15,15,15,15,,,,,,,,,,
4.9,6.411 2.495,0.510 0.165,2.356,5.832,10.556 15.000 15.000 15.000,,,,,,15,15,15,15,15,15,15,15,15,,,,,,,,,,
5,7.018 3.013,0.804 0.089,1.576,4.155,7.674,13.293 15.000 15.000,,,,,15,15,15,15,15,15,15,15,15,,,,,,,,,,
5.1,7.650 3.546,1.128 0.087,0.978,2.808,5.351,9.65,13.685 15.000,,,,15,15,15,15,15,15,15,15,15,,,,,,,,,,
5.2,8.338 4.123,1.507 0.173,0.554,1.751,3.494,6.709,9.446,15,,,15,15,15,15,15,15,15,15,15,,,,,,,,,,
5.3,9.137 4.797,1.991 0.390,0.328,0.984,2.062,4.381,6.065,15,,,15,15,15,15,15,15,15,15,15,,,,,,,,,,
5.4,10.108 5.634,2.642 0.796,0.343,0.534,1.051,2.622,3.445,10.313,,,15,15,15,15,15,15,15,15,15,,,,,,,,,,
5.5,11.324 6.709,3.539 1.464,0.664,0.447,0.487,1.424,1.55,6.64,,,13.187,15,15,15,15,15,15,15,15,,,,,,,,,,
5.6,12.932 8.172,4.830 2.541,1.429,0.851,0.477,0.866,0.457,4.144,,,9.059,15,15,15,15,15,15,15,15,,,,,,,,,,
5.7,14.946 10.037,6.528 4.036,2.64,1.741,1.002,0.91,0.122,2.7,,,6.308,10.985,15,15,15,15,15,15,15,,,,,,,,,,
5.8,15.000 11.901,8.226 5.541,3.885,2.693,1.629,1.108,0.056,1.76,,,4.323,7.792,11.975,15,15,15,15,15,15,,,,,,,,,,
5.9,15.000 13.647,9.808 6.940,5.042,3.583,2.226,1.323,0.065,1.082,,,2.814,5.31,8.397,12.285,15,15,15,15,15,,,,,,,,,,
6,15.000 15.000 11.321,8.278,6.156,4.45,2.824,1.583,0.147,0.621,,,1.694,3.412,5.625,8.512,12.021,15,15,15,15,,,,,,,,,,
6.1,15.000 15.000 12.839,9.628,7.295,5.361,3.49,1.95,0.35,0.383,,,0.928,2.025,3.543,5.625,8.217,11.232,14.299,15,15,,,,,,,,,,
6.2,15.000 15.000 14.434 11.063,,8.532,6.385,4.288,2.484,0.727,0.391,,,0.503,1.1,2.061,3.495,5.335,7.53,9.722,15,15,,,,,,,,,,
6.3,15.000 15.000 15.000 12.637,,9.92,7.574,5.268,3.23,1.319,0.663,,,0.41,0.594,1.1,2.007,3.228,4.757,6.23,15,15,,,,,,,,,,
6.4,15.000 15.000 15.000 14.385 11.491,,,8.958,6.459,4.21,2.145,1.206,,,0.637,0.469,0.594,1.063,1.771,2.755,3.634,12.027,15,,,,,,,,,,
6.5,15.000 15.000 15.000 15.000 13.284 10.575,,,,7.895,5.454,3.236,2.041,,,1.191,0.718,0.513,0.612,0.888,1.418,1.802,8.376,15,,,,,,,,,,
6.6,15.000 15.000 15.000 15.000 15.000 12.525,,,,9.675,7.057,4.686,3.256,,,2.153,1.407,0.913,0.691,0.597,0.742,0.714,5.82,11.816,,,,,,,,,,
6.7,15.000 15.000 15.000 15.000 15.000 14.790 11.780,,,,,8.996,6.473,4.824,,,3.49,2.497,1.744,1.238,0.823,0.637,0.268,4.187,8.915,,,,,,,,,,
6.8,15.000 15.000 15.000 15.000 15.000 15.000 13.919 10.978,,,,,,8.304,6.452,,,4.904,3.685,2.697,1.935,1.238,0.764,0.122,3.08,6.778,,,,,,,,,,
6.9,15.000 15.000 15.000 15.000 15.000 15.000 15.000 12.838 10.014,,,,,,,7.97,,,6.223,4.796,3.592,2.597,1.65,0.923,0.071,2.253,5.109,,,,,,,,,,
7,15.000 15.000 15.000 15.000 15.000 15.000 15.000 14.553 11.580,,,,,,,9.355,,,7.422,5.799,4.395,3.187,2.016,1.068,0.056,1.612,3.775,,,,,,,,,,
7.1,15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 13.033 10.637,,,,,,,,,,8.527,6.721,5.13,3.724,2.35,1.207,0.068,1.116,2.705,,,,,,,,,,
7.2,15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 14.419 11.860,,,,,,,,,,9.582,7.602,5.834,4.242,2.684,1.367,0.118,0.747,1.858,,,,,,,,,,
7.3,15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 13.069,,,,,,,,,,10.631,8.485,6.55,4.782,3.053,1.578,0.224,0.502,1.21,,,,,,,,,,
7.4,15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 14.301,,,,,,,,,,11.709,9.406,7.311,5.377,3.489,1.865,0.406,0.382,0.747,,,,,,,,,,
7.5,15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000,,,,,,,,,,12.831,10.377,8.129,6.035,3.997,2.231,0.665,0.377,0.446,,,,,,,,,,
7.6,15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000,,,,,,,,,,13.982,11.381,8.987,6.741,4.559,2.657,0.979,0.454,0.266,,,,,,,,,,
7.7,15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000,,,,,,,,,,15,12.395,9.858,7.466,5.146,3.109,1.316,0.578,0.163,,,,,,,,,,
7.8,15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000,,,,,,,,,,15,13.396,10.722,8.189,5.734,3.566,1.656,0.72,0.104,,,,,,,,,,
7.9,15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000,,,,,,,,,,15,14.378,11.569,8.899,6.313,4.016,1.986,0.868,0.069,,,,,,,,,,
8,15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000,,,,,,,,,,15,15,12.396,9.592,6.878,4.454,2.303,1.013,0.047,,,,,,,,,,
8.1,15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000,,,,,,,,,,15,15,13.203,10.269,7.428,4.878,2.607,1.155,0.033,,,,,,,,,,
8.2,15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000,,,,,,,,,,15,15,13.992,10.93,7.965,5.29,2.899,1.291,0.023,,,,,,,,,,
8.3,15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000,,,,,,,,,,15,15,14.764,11.577,8.49,5.692,3.182,1.424,0.017,,,,,,,,,,
8.4,15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000,,,,,,,,,,15,15,15,12.213,9.006,6.086,3.457,1.554,0.012,,,,,,,,,,
8.5,15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000,,,,,,,,,,15,15,15,12.84,9.514,6.474,3.727,1.682,0.009,,,,,,,,,,
8.6,15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000,,,,,,,,,,15,15,15,13.46,10.016,6.858,3.995,1.809,0.007,,,,,,,,,,
8.7,15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000,,,,,,,,,,15,15,15,14.076,10.516,7.24,4.262,1.936,0.005,,,,,,,,,,
8.8,15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000,,,,,,,,,,15,15,15,14.69,11.016,7.623,4.53,2.065,0.004,,,,,,,,,,
8.9,15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000,,,,,,,,,,15,15,15,15,11.516,8.008,4.801,2.195,0.003,,,,,,,,,,
9,15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000 15.000,,,,,,,,,,15,15,15,15,12.019,8.397,5.077,2.328,0.002,,,,,,,,,,
log(T),K0+,K1+,K2+,K3+,K4+,K5+,K6+,K7+,K8+,K9+,,,,,,,,,,,,,,,,,,,
4,3.425,0,11.456,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
4.1,3.999,0,8.52,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
4.2,4.478,0,5.799,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
4.3,4.879,0,3.614,11.687,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
4.4,5.224,0.006,1.861,7.434,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
4.5,5.639,0.134,0.577,4.155,10.438,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
4.6,6.457,0.733,0.092,2.176,6.539,14.837,15,15,15,15,,,,,,,,,,,,,,,,,,,
4.7,7.06,1.376,0.051,1.169,4.218,10.723,15,15,15,15,,,,,,,,,,,,,,,,,,,
4.8,7.095,1.813,0.13,0.618,2.707,7.794,14.459,15,15,15,,,,,,,,,,,,,,,,,,,
4.9,7.068,2.224,0.312,0.316,1.64,5.57,10.795,15,15,15,,,,,,,,,,,,,,,,,,,
5,7.217,2.714,0.61,0.204,0.895,3.868,7.912,13.068,15,15,,,,,,,,,,,,,,,,,,,
5.1,7.587,3.324,1.039,0.274,0.428,2.599,5.667,9.571,15,15,,,,,,,,,,,,,,,,,,,
5.2,8.154,4.051,1.589,0.502,0.195,1.687,3.941,6.827,11.237,15,,,,,,,,,,,,,,,,,,,
5.3,8.856,4.848,2.213,0.834,0.123,1.036,2.604,4.651,7.971,10.769,,,,,,,,,,,,,,,,,,,
5.4,9.664,5.702,2.895,1.249,0.181,0.592,1.576,2.926,5.344,7.112,,,,,,,,,,,,,,,,,,,
5.5,10.615,6.658,3.682,1.788,0.401,0.375,0.856,1.618,3.283,4.209,,,,,,,,,,,,,,,,,,,
5.6,11.796,7.815,4.673,2.547,0.87,0.458,0.501,0.762,1.786,2.036,,,,,,,,,,,,,,,,,,,
5.7,13.365,9.339,6.033,3.689,1.749,0.991,0.65,0.476,0.943,0.683,,,,,,,,,,,,,,,,,,,
5.8,15,11.346,7.878,5.329,3.144,2.076,1.39,0.834,0.81,0.189,,,,,,,,,,,,,,,,,,,
5.9,15,13.452,9.825,7.081,4.669,3.318,2.321,1.424,0.964,0.079,,,,,,,,,,,,,,,,,,,
6,15,15,11.663,8.734,6.109,4.498,3.218,2.013,1.167,0.07,,,,,,,,,,,,,,,,,,,
6.1,15,15,13.402,10.296,7.472,5.62,4.078,2.594,1.412,0.127,,,,,,,,,,,,,,,,,,,
6.2,15,15,15,11.83,8.816,6.74,4.957,3.22,1.743,0.287,,,,,,,,,,,,,,,,,,,
6.3,15,15,15,13.416,10.224,7.939,5.932,3.963,2.229,0.609,,,,,,,,,,,,,,,,,,,
6.4,15,15,15,15,11.772,9.291,7.075,4.894,2.931,1.152,,,,,,,,,,,,,,,,,,,
6.5,15,15,15,15,13.512,10.846,8.435,6.058,3.891,1.955,,,,,,,,,,,,,,,,,,,
6.6,15,15,15,15,15,12.658,10.064,7.505,5.151,3.06,,,,,,,,,,,,,,,,,,,
6.7,15,15,15,15,15,14.824,12.056,9.327,6.799,4.555,,,,,,,,,,,,,,,,,,,
6.8,15,15,15,15,15,15,14.31,11.421,8.73,6.333,,,,,,,,,,,,,,,,,,,
6.9,15,15,15,15,15,15,15,13.503,10.658,8.109,,,,,,,,,,,,,,,,,,,
7,15,15,15,15,15,15,15,15,12.462,9.763,,,,,,,,,,,,,,,,,,,
7.1,15,15,15,15,15,15,15,15,14.137,11.29,,,,,,,,,,,,,,,,,,,
7.2,15,15,15,15,15,15,15,15,15,12.722,,,,,,,,,,,,,,,,,,,
7.3,15,15,15,15,15,15,15,15,15,14.101,,,,,,,,,,,,,,,,,,,
7.4,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
7.5,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
7.6,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
7.7,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
7.8,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
7.9,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
8,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
8.1,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
8.2,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
8.3,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
8.4,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
8.5,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
8.6,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
8.7,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
8.8,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
8.9,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
9,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
log(T),K10+,K11+,K12+,K13+,K14+,K15+,K16+,K17+,K18+,K19+,,,,,,,,,,,,,,,,,,,
4,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
4.1,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
4.2,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
4.3,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
4.4,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
4.5,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
4.6,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
4.7,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
4.8,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
4.9,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
5,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
5.1,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
5.2,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
5.3,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
5.4,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
5.5,10.821,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
5.6,6.966,13.13,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
5.7,4.287,8.918,14.684,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
5.8,2.749,6.155,10.516,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
5.9,1.82,4.253,7.482,11.366,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
